04/07/2024 12:08:20, Voltage = 0.2072356, Wetness = 0, state = Dry, Temperature = 36.54279, Evaporation = 1.009302, Frequency = 30048
04/07/2024 16:07:32, Voltage = 0.02244614, Wetness = 0, state = Dry, Temperature = 36.77716, Evaporation = 0.8227375, Frequency = 34840
04/07/2024 16:07:33, Voltage = 0.02258311, Wetness = 0, state = Dry, Temperature = 36.41473, Evaporation = 0.8213275, Frequency = 34792
04/07/2024 16:07:34, Voltage = 0.02349352, Wetness = 0, state = Dry, Temperature = 37.19177, Evaporation = 0.8206729, Frequency = 34768
04/07/2024 16:07:36, Voltage = 0.02223667, Wetness = 0, state = Dry, Temperature = 37.06628, Evaporation = 0.8223347, Frequency = 34776
04/07/2024 16:07:37, Voltage = 0.02274424, Wetness = 0, state = Dry, Temperature = 36.37256, Evaporation = 0.8187091, Frequency = 34784
04/07/2024 16:07:38, Voltage = 0.02427503, Wetness = 0, state = Dry, Temperature = 37.21979, Evaporation = 0.8159899, Frequency = 34768
04/07/2024 16:07:39, Voltage = 0.0216163, Wetness = 0, state = Dry, Temperature = 36.87939, Evaporation = 0.8179034, Frequency = 34744
04/07/2024 16:07:40, Voltage = 0.02307457, Wetness = 0, state = Dry, Temperature = 37.01636, Evaporation = 0.8221835, Frequency = 34736
04/07/2024 16:07:41, Voltage = 0.0234613, Wetness = 0, state = Dry, Temperature = 36.55963, Evaporation = 0.8068757, Frequency = 34704
04/07/2024 16:07:42, Voltage = 0.02259922, Wetness = 0, state = Dry, Temperature = 36.81268, Evaporation = 0.8158389, Frequency = 34720
04/07/2024 16:07:43, Voltage = 0.02280064, Wetness = 0, state = Dry, Temperature = 37.21106, Evaporation = 0.8211261, Frequency = 34720
04/07/2024 16:07:44, Voltage = 0.02279258, Wetness = 0, state = Dry, Temperature = 36.48389, Evaporation = 0.8193133, Frequency = 34728
04/07/2024 16:07:45, Voltage = 0.02317931, Wetness = 0, state = Dry, Temperature = 36.29456, Evaporation = 0.8233921, Frequency = 34696
04/07/2024 16:07:46, Voltage = 0.02321154, Wetness = 0, state = Dry, Temperature = 36.6709, Evaporation = 0.8180041, Frequency = 34696
04/07/2024 16:07:47, Voltage = 0.02274424, Wetness = 0, state = Dry, Temperature = 36.71228, Evaporation = 0.8181552, Frequency = 34832
04/07/2024 16:07:48, Voltage = 0.02226889, Wetness = 0, state = Dry, Temperature = 36.96344, Evaporation = 0.8180041, Frequency = 34864
04/07/2024 16:07:50, Voltage = 0.02361437, Wetness = 0, state = Dry, Temperature = 36.9942, Evaporation = 0.8198672, Frequency = 34912
04/07/2024 16:07:51, Voltage = 0.02237363, Wetness = 0, state = Dry, Temperature = 36.33118, Evaporation = 0.8187091, Frequency = 34952
04/07/2024 16:07:52, Voltage = 0.0223978, Wetness = 0, state = Dry, Temperature = 36.96918, Evaporation = 0.816846, Frequency = 34928
04/07/2024 16:07:53, Voltage = 0.02386413, Wetness = 0, state = Dry, Temperature = 37.12494, Evaporation = 0.8070268, Frequency = 34920
04/07/2024 16:07:54, Voltage = 0.02260728, Wetness = 0, state = Dry, Temperature = 36.97473, Evaporation = 0.7107988, Frequency = 34904
04/07/2024 16:07:55, Voltage = 0.02265562, Wetness = 0, state = Dry, Temperature = 36.62915, Evaporation = 0.8217304, Frequency = 34880
04/07/2024 16:07:56, Voltage = 0.02233335, Wetness = 0, state = Dry, Temperature = 37.04437, Evaporation = 0.8171985, Frequency = 34904
04/07/2024 16:07:57, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 36.62109, Evaporation = 0.820119, Frequency = 34968
04/07/2024 16:07:58, Voltage = 0.02254282, Wetness = 0, state = Dry, Temperature = 37.04407, Evaporation = 0.8185077, Frequency = 34960
04/07/2024 16:07:59, Voltage = 0.022567, Wetness = 0, state = Dry, Temperature = 37.28381, Evaporation = 0.8217304, Frequency = 34992
04/07/2024 16:08:00, Voltage = 0.02243809, Wetness = 0, state = Dry, Temperature = 36.70984, Evaporation = 0.8228382, Frequency = 35000
04/07/2024 16:08:01, Voltage = 0.02240586, Wetness = 0, state = Dry, Temperature = 36.70428, Evaporation = 0.8193637, Frequency = 35016
04/07/2024 16:08:02, Voltage = 0.02165658, Wetness = 0, state = Dry, Temperature = 36.54541, Evaporation = 0.8217808, Frequency = 35000
04/07/2024 16:08:04, Voltage = 0.0227523, Wetness = 0, state = Dry, Temperature = 36.48431, Evaporation = 0.8203204, Frequency = 35000
04/07/2024 16:08:05, Voltage = 0.02135042, Wetness = 0, state = Dry, Temperature = 36.69019, Evaporation = 0.8202701, Frequency = 34992
04/07/2024 16:08:06, Voltage = 0.02352575, Wetness = 0, state = Dry, Temperature = 36.89105, Evaporation = 0.8189609, Frequency = 34992
04/07/2024 16:08:07, Voltage = 0.02253477, Wetness = 0, state = Dry, Temperature = 36.7514, Evaporation = 0.8226871, Frequency = 34944
04/07/2024 16:08:08, Voltage = 0.02321154, Wetness = 0, state = Dry, Temperature = 36.6817, Evaporation = 0.8210757, Frequency = 34928
04/07/2024 16:08:09, Voltage = 0.02371911, Wetness = 0, state = Dry, Temperature = 37.06335, Evaporation = 0.8118105, Frequency = 34912
04/07/2024 16:08:10, Voltage = 0.02268785, Wetness = 0, state = Dry, Temperature = 37.27844, Evaporation = 0.8213778, Frequency = 34896
04/07/2024 16:08:11, Voltage = 0.02262339, Wetness = 0, state = Dry, Temperature = 37.05463, Evaporation = 0.8203204, Frequency = 34928
04/07/2024 16:08:12, Voltage = 0.02247031, Wetness = 0, state = Dry, Temperature = 36.90204, Evaporation = 0.8209751, Frequency = 34920
04/07/2024 16:08:13, Voltage = 0.02213998, Wetness = 0, state = Dry, Temperature = 37.05255, Evaporation = 0.8210757, Frequency = 34920
04/07/2024 16:08:14, Voltage = 0.0232921, Wetness = 0, state = Dry, Temperature = 36.69299, Evaporation = 0.8187091, Frequency = 34904
04/07/2024 16:08:15, Voltage = 0.02184189, Wetness = 0, state = Dry, Temperature = 36.86353, Evaporation = 0.8205722, Frequency = 34880
04/07/2024 16:08:17, Voltage = 0.0239447, Wetness = 0, state = Dry, Temperature = 37.16968, Evaporation = 0.8166949, Frequency = 34832
04/07/2024 16:08:18, Voltage = 0.02253477, Wetness = 0, state = Dry, Temperature = 36.89368, Evaporation = 0.8189105, Frequency = 34816
04/07/2024 16:08:19, Voltage = 0.02355798, Wetness = 0, state = Dry, Temperature = 36.86597, Evaporation = 0.8180041, Frequency = 34808
04/07/2024 16:08:20, Voltage = 0.02209165, Wetness = 0, state = Dry, Temperature = 36.81549, Evaporation = 0.8167955, Frequency = 34800
04/07/2024 16:08:21, Voltage = 0.02258311, Wetness = 0, state = Dry, Temperature = 36.56226, Evaporation = 0.820824, Frequency = 34808
04/07/2024 16:08:22, Voltage = 0.02284898, Wetness = 0, state = Dry, Temperature = 36.68201, Evaporation = 0.8199176, Frequency = 34768
04/07/2024 16:08:23, Voltage = 0.02253477, Wetness = 0, state = Dry, Temperature = 36.45941, Evaporation = 0.8189105, Frequency = 34744
04/07/2024 16:08:24, Voltage = 0.02320348, Wetness = 0, state = Dry, Temperature = 36.89398, Evaporation = 0.8196155, Frequency = 34752
04/07/2024 16:08:25, Voltage = 0.02277647, Wetness = 0, state = Dry, Temperature = 36.87189, Evaporation = 0.817702, Frequency = 34736
04/07/2024 16:08:26, Voltage = 0.02301012, Wetness = 0, state = Dry, Temperature = 36.48431, Evaporation = 0.8075807, Frequency = 34736
04/07/2024 16:08:27, Voltage = 0.02276036, Wetness = 0, state = Dry, Temperature = 36.91888, Evaporation = 0.8023438, Frequency = 34696
04/07/2024 16:08:28, Voltage = 0.02165658, Wetness = 0, state = Dry, Temperature = 36.4483, Evaporation = 0.818558, Frequency = 34728
04/07/2024 16:08:29, Voltage = 0.0232357, Wetness = 0, state = Dry, Temperature = 36.89398, Evaporation = 0.8199176, Frequency = 34728
04/07/2024 16:08:31, Voltage = 0.02237363, Wetness = 0, state = Dry, Temperature = 36.61206, Evaporation = 0.8171985, Frequency = 34712
04/07/2024 16:08:32, Voltage = 0.02194662, Wetness = 0, state = Dry, Temperature = 36.88226, Evaporation = 0.8186587, Frequency = 34672
04/07/2024 16:08:33, Voltage = 0.02277647, Wetness = 0, state = Dry, Temperature = 36.50677, Evaporation = 0.8205218, Frequency = 34664
04/07/2024 16:08:34, Voltage = 0.02255894, Wetness = 0, state = Dry, Temperature = 36.61768, Evaporation = 0.8300893, Frequency = 34648
04/07/2024 16:08:35, Voltage = 0.02379162, Wetness = 0, state = Dry, Temperature = 36.36749, Evaporation = 0.8229388, Frequency = 34600
04/07/2024 16:08:36, Voltage = 0.02226889, Wetness = 0, state = Dry, Temperature = 36.66809, Evaporation = 0.8204211, Frequency = 34584
04/07/2024 16:08:37, Voltage = 0.02321154, Wetness = 0, state = Dry, Temperature = 36.3894, Evaporation = 0.8216296, Frequency = 34592
04/07/2024 16:08:38, Voltage = 0.02173715, Wetness = 0, state = Dry, Temperature = 36.65973, Evaporation = 0.8221332, Frequency = 34552
04/07/2024 16:08:39, Voltage = 0.02341295, Wetness = 0, state = Dry, Temperature = 36.87189, Evaporation = 0.8516914, Frequency = 34560
04/07/2024 16:08:40, Voltage = 0.02287315, Wetness = 0, state = Dry, Temperature = 36.74622, Evaporation = 0.8186587, Frequency = 34584
04/07/2024 16:08:41, Voltage = 0.02217221, Wetness = 0, state = Dry, Temperature = 36.71228, Evaporation = 0.8180041, Frequency = 34680
04/07/2024 16:08:42, Voltage = 0.02180966, Wetness = 0, state = Dry, Temperature = 36.41138, Evaporation = 0.8210757, Frequency = 34752
04/07/2024 16:08:43, Voltage = 0.02261533, Wetness = 0, state = Dry, Temperature = 36.8576, Evaporation = 0.7913161, Frequency = 34776
04/07/2024 16:08:45, Voltage = 0.02338879, Wetness = 0, state = Dry, Temperature = 36.50116, Evaporation = 0.8190616, Frequency = 34808
04/07/2024 16:08:46, Voltage = 0.02335656, Wetness = 0, state = Dry, Temperature = 36.95496, Evaporation = 0.8193637, Frequency = 34824
04/07/2024 16:08:47, Voltage = 0.0228651, Wetness = 0, state = Dry, Temperature = 36.74359, Evaporation = 0.8170473, Frequency = 34808
04/07/2024 16:08:48, Voltage = 0.02247031, Wetness = 0, state = Dry, Temperature = 37.03058, Evaporation = 0.8203204, Frequency = 34784
04/07/2024 16:08:49, Voltage = 0.02226084, Wetness = 0, state = Dry, Temperature = 36.89648, Evaporation = 0.8186587, Frequency = 34768
04/07/2024 16:08:50, Voltage = 0.02226084, Wetness = 0, state = Dry, Temperature = 37.03882, Evaporation = 1.088107, Frequency = 34744
04/07/2024 16:08:51, Voltage = 0.02335656, Wetness = 0, state = Dry, Temperature = 36.35254, Evaporation = 0.8211261, Frequency = 34704
04/07/2024 16:08:52, Voltage = 0.02284898, Wetness = 0, state = Dry, Temperature = 36.67053, Evaporation = 0.8615107, Frequency = 34648
04/07/2024 16:08:53, Voltage = 0.02309068, Wetness = 0, state = Dry, Temperature = 36.58441, Evaporation = 0.8021927, Frequency = 34584
04/07/2024 16:08:54, Voltage = 0.02283287, Wetness = 0, state = Dry, Temperature = 36.63208, Evaporation = 0.8189105, Frequency = 34544
04/07/2024 16:08:55, Voltage = 0.02300206, Wetness = 0, state = Dry, Temperature = 36.89679, Evaporation = 0.8225361, Frequency = 34560
04/07/2024 16:08:56, Voltage = 0.0242992, Wetness = 0, state = Dry, Temperature = 36.95227, Evaporation = 0.8186587, Frequency = 34592
04/07/2024 16:08:57, Voltage = 0.02201913, Wetness = 0, state = Dry, Temperature = 36.87469, Evaporation = 0.8178531, Frequency = 34608
04/07/2024 16:08:59, Voltage = 0.02246226, Wetness = 0, state = Dry, Temperature = 36.83801, Evaporation = 0.8226871, Frequency = 34600
04/07/2024 16:09:00, Voltage = 0.02199496, Wetness = 0, state = Dry, Temperature = 36.32819, Evaporation = 0.8373404, Frequency = 34616
04/07/2024 16:09:01, Voltage = 0.02224472, Wetness = 0, state = Dry, Temperature = 36.67957, Evaporation = 0.8146807, Frequency = 34640
04/07/2024 16:09:02, Voltage = 0.02145516, Wetness = 0, state = Dry, Temperature = 37.00244, Evaporation = 0.8223347, Frequency = 34592
04/07/2024 16:09:03, Voltage = 0.02154378, Wetness = 0, state = Dry, Temperature = 36.60382, Evaporation = 0.8166446, Frequency = 34608
04/07/2024 16:09:04, Voltage = 0.02312291, Wetness = 0, state = Dry, Temperature = 36.85461, Evaporation = 0.8175006, Frequency = 34688
04/07/2024 16:09:05, Voltage = 0.02225278, Wetness = 0, state = Dry, Temperature = 37.31183, Evaporation = 0.8221835, Frequency = 34656
04/07/2024 16:09:06, Voltage = 0.02237363, Wetness = 0, state = Dry, Temperature = 36.45087, Evaporation = 0.794287, Frequency = 34680
04/07/2024 16:09:07, Voltage = 0.02314708, Wetness = 0, state = Dry, Temperature = 37.04956, Evaporation = 0.820119, Frequency = 34664
04/07/2024 16:09:08, Voltage = 0.02201108, Wetness = 0, state = Dry, Temperature = 36.66534, Evaporation = 0.8219317, Frequency = 34656
04/07/2024 16:09:09, Voltage = 0.02367882, Wetness = 0, state = Dry, Temperature = 36.88788, Evaporation = 0.8207233, Frequency = 34640
04/07/2024 16:09:10, Voltage = 0.02241392, Wetness = 0, state = Dry, Temperature = 36.91309, Evaporation = 0.8212269, Frequency = 34656
04/07/2024 16:09:11, Voltage = 0.02226084, Wetness = 0, state = Dry, Temperature = 36.46729, Evaporation = 0.8201694, Frequency = 34624
04/07/2024 16:09:13, Voltage = 0.02263951, Wetness = 0, state = Dry, Temperature = 36.64337, Evaporation = 0.8133211, Frequency = 34616
04/07/2024 16:09:14, Voltage = 0.02218833, Wetness = 0, state = Dry, Temperature = 37.01361, Evaporation = 0.8194644, Frequency = 34656
04/07/2024 16:09:15, Voltage = 0.02197885, Wetness = 0, state = Dry, Temperature = 36.88812, Evaporation = 0.8164934, Frequency = 34640
04/07/2024 16:09:16, Voltage = 0.02289732, Wetness = 0, state = Dry, Temperature = 36.76001, Evaporation = 0.7132158, Frequency = 34592
04/07/2024 16:09:17, Voltage = 0.0232921, Wetness = 0, state = Dry, Temperature = 37.18878, Evaporation = 0.8203204, Frequency = 34560
04/07/2024 16:09:18, Voltage = 0.0226959, Wetness = 0, state = Dry, Temperature = 36.69598, Evaporation = 0.8181048, Frequency = 34512
04/07/2024 16:09:19, Voltage = 0.02276036, Wetness = 0, state = Dry, Temperature = 37.29779, Evaporation = 0.8189609, Frequency = 34472
04/07/2024 16:09:20, Voltage = 0.02142293, Wetness = 0, state = Dry, Temperature = 36.83258, Evaporation = 0.8221835, Frequency = 34464
04/07/2024 16:09:21, Voltage = 0.0227523, Wetness = 0, state = Dry, Temperature = 37.02954, Evaporation = 0.8210757, Frequency = 34448
04/07/2024 16:09:22, Voltage = 0.02263951, Wetness = 0, state = Dry, Temperature = 36.81067, Evaporation = 0.8362829, Frequency = 34416
04/07/2024 16:09:23, Voltage = 0.0233485, Wetness = 0, state = Dry, Temperature = 36.42041, Evaporation = 0.8187091, Frequency = 34504
04/07/2024 16:09:25, Voltage = 0.02225278, Wetness = 0, state = Dry, Temperature = 36.80707, Evaporation = 0.8228382, Frequency = 34640
04/07/2024 16:09:26, Voltage = 0.02291343, Wetness = 0, state = Dry, Temperature = 36.69019, Evaporation = 0.8162416, Frequency = 34616
04/07/2024 16:09:27, Voltage = 0.0239447, Wetness = 0, state = Dry, Temperature = 37.28961, Evaporation = 0.8005814, Frequency = 34608
04/07/2024 16:09:28, Voltage = 0.02317931, Wetness = 0, state = Dry, Temperature = 36.71002, Evaporation = 0.8176013, Frequency = 34656
04/07/2024 16:09:29, Voltage = 0.02255088, Wetness = 0, state = Dry, Temperature = 36.5426, Evaporation = 0.8158893, Frequency = 34664
04/07/2024 16:09:30, Voltage = 0.02307457, Wetness = 0, state = Dry, Temperature = 36.13586, Evaporation = 0.3490501, Frequency = 34600
04/07/2024 16:09:31, Voltage = 0.02380774, Wetness = 0, state = Dry, Temperature = 37.04126, Evaporation = 0.8191119, Frequency = 34576
04/07/2024 16:09:32, Voltage = 0.02152767, Wetness = 0, state = Dry, Temperature = 36.95819, Evaporation = 0.8283268, Frequency = 34512
04/07/2024 16:09:33, Voltage = 0.02212387, Wetness = 0, state = Dry, Temperature = 36.70374, Evaporation = 0.8217808, Frequency = 34544
04/07/2024 16:09:34, Voltage = 0.02169686, Wetness = 0, state = Dry, Temperature = 36.75488, Evaporation = 0.820119, Frequency = 34504
04/07/2024 16:09:35, Voltage = 0.02325182, Wetness = 0, state = Dry, Temperature = 36.74854, Evaporation = 0.8159899, Frequency = 34496
04/07/2024 16:09:36, Voltage = 0.02133431, Wetness = 0, state = Dry, Temperature = 36.64374, Evaporation = 0.8202701, Frequency = 34496
04/07/2024 16:09:37, Voltage = 0.02253477, Wetness = 0, state = Dry, Temperature = 36.01337, Evaporation = 0.8243488, Frequency = 34504
04/07/2024 16:09:39, Voltage = 0.02247837, Wetness = 0, state = Dry, Temperature = 36.94934, Evaporation = 0.8182559, Frequency = 34512
04/07/2024 16:09:40, Voltage = 0.02342101, Wetness = 0, state = Dry, Temperature = 37.08337, Evaporation = 0.8166949, Frequency = 34544
04/07/2024 16:09:41, Voltage = 0.02188217, Wetness = 0, state = Dry, Temperature = 36.63464, Evaporation = 0.8165438, Frequency = 34512
04/07/2024 16:09:42, Voltage = 0.02254282, Wetness = 0, state = Dry, Temperature = 37.30579, Evaporation = 0.8183063, Frequency = 34520
04/07/2024 16:09:43, Voltage = 0.02315514, Wetness = 0, state = Dry, Temperature = 36.90442, Evaporation = 0.7930785, Frequency = 34536
04/07/2024 16:09:44, Voltage = 0.0231068, Wetness = 0, state = Dry, Temperature = 36.80768, Evaporation = 0.8186587, Frequency = 34568
04/07/2024 16:09:45, Voltage = 0.02179354, Wetness = 0, state = Dry, Temperature = 36.52307, Evaporation = 0.817702, Frequency = 34512
04/07/2024 16:09:46, Voltage = 0.02296177, Wetness = 0, state = Dry, Temperature = 36.63782, Evaporation = 0.8199176, Frequency = 34536
04/07/2024 16:09:47, Voltage = 0.02267979, Wetness = 0, state = Dry, Temperature = 36.75702, Evaporation = 0.8219317, Frequency = 34544
04/07/2024 16:09:48, Voltage = 0.02291343, Wetness = 0, state = Dry, Temperature = 37.13086, Evaporation = 0.788043, Frequency = 34584
04/07/2024 16:09:49, Voltage = 0.02222055, Wetness = 0, state = Dry, Temperature = 37.06665, Evaporation = 0.8553674, Frequency = 34600
04/07/2024 16:09:50, Voltage = 0.0235902, Wetness = 0, state = Dry, Temperature = 36.67401, Evaporation = 0.8212269, Frequency = 34656
04/07/2024 16:09:52, Voltage = 0.02238975, Wetness = 0, state = Dry, Temperature = 36.91589, Evaporation = 0.8135729, Frequency = 34632
04/07/2024 16:09:53, Voltage = 0.02243809, Wetness = 0, state = Dry, Temperature = 36.36719, Evaporation = 0.8195148, Frequency = 34672
04/07/2024 16:09:54, Voltage = 0.02312291, Wetness = 0, state = Dry, Temperature = 36.92426, Evaporation = 0.8170473, Frequency = 34664
04/07/2024 16:09:55, Voltage = 0.02265562, Wetness = 0, state = Dry, Temperature = 36.6178, Evaporation = 0.8209751, Frequency = 34672
04/07/2024 16:09:56, Voltage = 0.02193051, Wetness = 0, state = Dry, Temperature = 36.84094, Evaporation = 0.832758, Frequency = 34704
04/07/2024 16:09:57, Voltage = 0.02371106, Wetness = 0, state = Dry, Temperature = 36.55933, Evaporation = 0.8202701, Frequency = 34688
04/07/2024 16:09:58, Voltage = 0.02265562, Wetness = 0, state = Dry, Temperature = 36.76013, Evaporation = 0.8225361, Frequency = 34640
04/07/2024 16:09:59, Voltage = 0.02236557, Wetness = 0, state = Dry, Temperature = 36.56244, Evaporation = 0.8183063, Frequency = 34584
04/07/2024 16:10:00, Voltage = 0.0228651, Wetness = 0, state = Dry, Temperature = 37.0108, Evaporation = 0.8475624, Frequency = 34552
04/07/2024 16:10:01, Voltage = 0.02307457, Wetness = 0, state = Dry, Temperature = 36.47626, Evaporation = 0.8393545, Frequency = 34584
04/07/2024 16:10:02, Voltage = 0.0223978, Wetness = 0, state = Dry, Temperature = 37.17224, Evaporation = 0.817702, Frequency = 34576
04/07/2024 16:10:03, Voltage = 0.02312291, Wetness = 0, state = Dry, Temperature = 36.71783, Evaporation = 0.8165438, Frequency = 34520
04/07/2024 16:10:04, Voltage = 0.02193051, Wetness = 0, state = Dry, Temperature = 36.6651, Evaporation = 0.8177524, Frequency = 34552
04/07/2024 16:10:06, Voltage = 0.02223667, Wetness = 0, state = Dry, Temperature = 36.8576, Evaporation = 0.8055161, Frequency = 34512
04/07/2024 16:10:07, Voltage = 0.02272007, Wetness = 0, state = Dry, Temperature = 36.23645, Evaporation = 0.8190616, Frequency = 34536
04/07/2024 16:10:08, Voltage = 0.02207553, Wetness = 0, state = Dry, Temperature = 36.85779, Evaporation = 0.8179034, Frequency = 34552
04/07/2024 16:10:09, Voltage = 0.02296983, Wetness = 0, state = Dry, Temperature = 37.27826, Evaporation = 0.8436347, Frequency = 34552
04/07/2024 16:10:10, Voltage = 0.021858, Wetness = 0, state = Dry, Temperature = 36.60907, Evaporation = 0.6940307, Frequency = 34528
04/07/2024 16:10:11, Voltage = 0.02321154, Wetness = 0, state = Dry, Temperature = 36.94153, Evaporation = 0.823946, Frequency = 34528
04/07/2024 16:10:12, Voltage = 0.02277647, Wetness = 0, state = Dry, Temperature = 37.05011, Evaporation = 0.8958526, Frequency = 34496
04/07/2024 16:10:13, Voltage = 0.02274424, Wetness = 0, state = Dry, Temperature = 36.46204, Evaporation = 0.8149324, Frequency = 34480
04/07/2024 16:10:14, Voltage = 0.0227523, Wetness = 0, state = Dry, Temperature = 36.54279, Evaporation = 0.8954497, Frequency = 34472
04/07/2024 16:10:15, Voltage = 0.02296177, Wetness = 0, state = Dry, Temperature = 36.86566, Evaporation = 0.8199176, Frequency = 34472
04/07/2024 16:10:16, Voltage = 0.0228651, Wetness = 0, state = Dry, Temperature = 36.99164, Evaporation = 0.7327032, Frequency = 34440
04/07/2024 16:10:17, Voltage = 0.02176132, Wetness = 0, state = Dry, Temperature = 37.05536, Evaporation = 0.8165438, Frequency = 34408
04/07/2024 16:10:18, Voltage = 0.02276841, Wetness = 0, state = Dry, Temperature = 36.75165, Evaporation = 0.818407, Frequency = 34368
04/07/2024 16:10:20, Voltage = 0.023703, Wetness = 0, state = Dry, Temperature = 37.00012, Evaporation = 0.8193637, Frequency = 34368
04/07/2024 16:10:21, Voltage = 0.02261533, Wetness = 0, state = Dry, Temperature = 36.5033, Evaporation = 0.8205722, Frequency = 34336
04/07/2024 16:10:22, Voltage = 0.0233485, Wetness = 0, state = Dry, Temperature = 36.60962, Evaporation = 0.816292, Frequency = 34384
04/07/2024 16:10:23, Voltage = 0.0217452, Wetness = 0, state = Dry, Temperature = 36.59625, Evaporation = 0.8186587, Frequency = 34504
04/07/2024 16:10:24, Voltage = 0.02251865, Wetness = 0, state = Dry, Temperature = 36.76849, Evaporation = 0.8004807, Frequency = 34512
04/07/2024 16:10:25, Voltage = 0.02177743, Wetness = 0, state = Dry, Temperature = 36.71539, Evaporation = 0.821529, Frequency = 34544
04/07/2024 16:10:26, Voltage = 0.02249448, Wetness = 0, state = Dry, Temperature = 36.85498, Evaporation = 0.7246464, Frequency = 34584
04/07/2024 16:10:27, Voltage = 0.02271202, Wetness = 0, state = Dry, Temperature = 37.11133, Evaporation = 0.8233921, Frequency = 34632
04/07/2024 16:10:28, Voltage = 0.02311485, Wetness = 0, state = Dry, Temperature = 36.84869, Evaporation = 0.8182559, Frequency = 34656
04/07/2024 16:10:29, Voltage = 0.02253477, Wetness = 0, state = Dry, Temperature = 36.96918, Evaporation = 0.817702, Frequency = 34744
04/07/2024 16:10:30, Voltage = 0.02363049, Wetness = 0, state = Dry, Temperature = 36.5235, Evaporation = 0.8224353, Frequency = 34776
04/07/2024 16:10:31, Voltage = 0.02199496, Wetness = 0, state = Dry, Temperature = 36.68481, Evaporation = 0.8225864, Frequency = 34784
04/07/2024 16:10:32, Voltage = 0.02193051, Wetness = 0, state = Dry, Temperature = 36.44739, Evaporation = 0.8181048, Frequency = 34816
04/07/2024 16:10:34, Voltage = 0.02296983, Wetness = 0, state = Dry, Temperature = 36.81012, Evaporation = 0.8193133, Frequency = 34784
04/07/2024 16:10:35, Voltage = 0.02167269, Wetness = 0, state = Dry, Temperature = 36.78992, Evaporation = 0.8171985, Frequency = 34760
04/07/2024 16:10:36, Voltage = 0.02284898, Wetness = 0, state = Dry, Temperature = 37.04449, Evaporation = 0.79897, Frequency = 34728
04/07/2024 16:10:37, Voltage = 0.02325988, Wetness = 0, state = Dry, Temperature = 36.28052, Evaporation = 0.8153354, Frequency = 34712
04/07/2024 16:10:38, Voltage = 0.02278453, Wetness = 0, state = Dry, Temperature = 36.85486, Evaporation = 0.8155871, Frequency = 34736
04/07/2024 16:10:39, Voltage = 0.02289732, Wetness = 0, state = Dry, Temperature = 36.81067, Evaporation = 0.8165438, Frequency = 34744
04/07/2024 16:10:40, Voltage = 0.02203525, Wetness = 0, state = Dry, Temperature = 36.56226, Evaporation = 0.8207233, Frequency = 34728
04/07/2024 16:10:41, Voltage = 0.02106038, Wetness = 0, state = Dry, Temperature = 36.93573, Evaporation = 0.8217304, Frequency = 34712
04/07/2024 16:10:42, Voltage = 0.02212387, Wetness = 0, state = Dry, Temperature = 36.55896, Evaporation = 0.8165438, Frequency = 34696
04/07/2024 16:10:43, Voltage = 0.02321154, Wetness = 0, state = Dry, Temperature = 36.17151, Evaporation = 0.8178531, Frequency = 34696
04/07/2024 16:10:44, Voltage = 0.02390442, Wetness = 0, state = Dry, Temperature = 36.67401, Evaporation = 0.8173495, Frequency = 34712
04/07/2024 16:10:45, Voltage = 0.02263145, Wetness = 0, state = Dry, Temperature = 36.72394, Evaporation = 0.8193637, Frequency = 34696
04/07/2024 16:10:46, Voltage = 0.02384802, Wetness = 0, state = Dry, Temperature = 37.02466, Evaporation = 0.7975097, Frequency = 34712
04/07/2024 16:10:48, Voltage = 0.02308263, Wetness = 0, state = Dry, Temperature = 36.82129, Evaporation = 0.8229388, Frequency = 34712
04/07/2024 16:10:49, Voltage = 0.02335656, Wetness = 0, state = Dry, Temperature = 35.89673, Evaporation = 0.820119, Frequency = 34704
04/07/2024 16:10:50, Voltage = 0.02246226, Wetness = 0, state = Dry, Temperature = 36.53424, Evaporation = 0.803804, Frequency = 34696
04/07/2024 16:10:51, Voltage = 0.02162435, Wetness = 0, state = Dry, Temperature = 36.57581, Evaporation = 0.8247013, Frequency = 34744
04/07/2024 16:10:52, Voltage = 0.02249448, Wetness = 0, state = Dry, Temperature = 36.4483, Evaporation = 0.8198672, Frequency = 34736
04/07/2024 16:10:53, Voltage = 0.02292149, Wetness = 0, state = Dry, Temperature = 36.82141, Evaporation = 0.8197665, Frequency = 34696
04/07/2024 16:10:54, Voltage = 0.02220444, Wetness = 0, state = Dry, Temperature = 36.38147, Evaporation = 0.8484688, Frequency = 34664
04/07/2024 16:10:55, Voltage = 0.0222125, Wetness = 0, state = Dry, Temperature = 36.94116, Evaporation = 0.8196155, Frequency = 34624
04/07/2024 16:10:56, Voltage = 0.02201913, Wetness = 0, state = Dry, Temperature = 36.51477, Evaporation = 0.8212269, Frequency = 34584
04/07/2024 16:10:57, Voltage = 0.02293761, Wetness = 0, state = Dry, Temperature = 36.87158, Evaporation = 0.8170978, Frequency = 34528
04/07/2024 16:10:58, Voltage = 0.02237363, Wetness = 0, state = Dry, Temperature = 37.32855, Evaporation = 0.8220325, Frequency = 34544
04/07/2024 16:10:59, Voltage = 0.02144711, Wetness = 0, state = Dry, Temperature = 36.68549, Evaporation = 0.8309957, Frequency = 34640
